"page_type","source_sheet","source_row","entity_type","region","district","city","dong_eup_myeon","school_name","school_unique_name","subject","grade","slug","url","parent_url","hub_url","canonical","click_depth"
"school_content","","","school","경기","","","","초월고등학교","초월고등학교","","","과외","/school/410041006-초월고등학교/과외/","","","https://studyway.kr/school/410041006-초월고등학교/과외/","4"
"school_content","","","school","경기","","","","초지고등학교","초지고등학교","","","과외","/school/410041510-초지고등학교/과외/","","","https://studyway.kr/school/410041510-초지고등학교/과외/","4"
"school_content","","","school","경기","","","","태전고등학교","태전고등학교","","","과외","/school/410041921-태전고등학교/과외/","","","https://studyway.kr/school/410041921-태전고등학교/과외/","4"
"school_content","","","school","경기","","","","능곡고등학교","능곡고등학교","","","과외","/school/410041200-능곡고등학교/과외/","","","https://studyway.kr/school/410041200-능곡고등학교/과외/","4"
"school_content","","","school","경기","","","","구리여자고등학교","구리여자고등학교","","","과외","/school/410041180-구리여자고등학교/과외/","","","https://studyway.kr/school/410041180-구리여자고등학교/과외/","4"
"school_content","","","school","경기","","","","토평고등학교","토평고등학교","","","과외","/school/410041515-토평고등학교/과외/","","","https://studyway.kr/school/410041515-토평고등학교/과외/","4"
"school_content","","","school","경기","","","","퇴계원고등학교","퇴계원고등학교","","","과외","/school/410041516-퇴계원고등학교/과외/","","","https://studyway.kr/school/410041516-퇴계원고등학교/과외/","4"
"school_content","","","school","경기","","","","광탄고등학교","광탄고등학교","","","과외","/school/410058642-광탄고등학교/과외/","","","https://studyway.kr/school/410058642-광탄고등학교/과외/","4"
"school_content","","","school","경기","","","","교하고등학교","교하고등학교","","","과외","/school/410041130-교하고등학교/과외/","","","https://studyway.kr/school/410041130-교하고등학교/과외/","4"
"school_content","","","school","경기","","","","문산고등학교","문산고등학교","","","과외","/school/410041228-문산고등학교/과외/","","","https://studyway.kr/school/410041228-문산고등학교/과외/","4"
"school_content","","","school","경기","","","","문산수억고등학교","문산수억고등학교","","","과외","/school/410058690-문산수억고등학교/과외/","","","https://studyway.kr/school/410058690-문산수억고등학교/과외/","4"
"school_content","","","school","경기","","","","문산제일고등학교","문산제일고등학교","","","과외","/school/410058254-문산제일고등학교/과외/","","","https://studyway.kr/school/410058254-문산제일고등학교/과외/","4"
"school_content","","","school","경기","","","","봉일천고등학교","봉일천고등학교","","","과외","/school/410041251-봉일천고등학교/과외/","","","https://studyway.kr/school/410041251-봉일천고등학교/과외/","4"
"school_content","","","school","경기","","","","삼광고등학교","삼광고등학교","","","과외","/school/410041705-삼광고등학교/과외/","","","https://studyway.kr/school/410041705-삼광고등학교/과외/","4"
"school_content","","","school","경기","","","","심학고등학교","심학고등학교","","","과외","/school/410041672-심학고등학교/과외/","","","https://studyway.kr/school/410041672-심학고등학교/과외/","4"
"school_content","","","school","경기","","","","율곡고등학교","율곡고등학교","","","과외","/school/410041890-율곡고등학교/과외/","","","https://studyway.kr/school/410041890-율곡고등학교/과외/","4"
"school_content","","","school","경기","","","","파주고등학교","파주고등학교","","","과외","/school/410041954-파주고등학교/과외/","","","https://studyway.kr/school/410041954-파주고등학교/과외/","4"
"school_content","","","school","경기","","","","파주여자고등학교","파주여자고등학교","","","과외","/school/410058948-파주여자고등학교/과외/","","","https://studyway.kr/school/410058948-파주여자고등학교/과외/","4"
"school_content","","","school","경기","","","","한민고등학교","한민고등학교","","","과외","/school/410041007-한민고등학교/과외/","","","https://studyway.kr/school/410041007-한민고등학교/과외/","4"
"school_content","","","school","경기","","","","수원고등학교","수원고등학교","","","과외","/school/410041760-수원고등학교/과외/","","","https://studyway.kr/school/410041760-수원고등학교/과외/","4"
"school_content","","","school","경기","","","","수원여자고등학교","수원여자고등학교","","","과외","/school/410041364-수원여자고등학교/과외/","","","https://studyway.kr/school/410041364-수원여자고등학교/과외/","4"
"school_content","","","school","경기","","","","숙지고등학교","숙지고등학교","","","과외","/school/410041367-숙지고등학교/과외/","","","https://studyway.kr/school/410041367-숙지고등학교/과외/","4"
